ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag
TKT00721,app,I am very unhappy because my service plan has not worked since this morning. My ticket number is 78969.,negative,19,1
TKT00722,chat,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1
TKT00723,email,The insurance policy keeps failing and support has not resolved my issue. My ticket number is 63045. Please respond as soon as possible.,negative,23,1
TKT00724,email,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT00725,social,The mobile app keeps failing and support has not resolved my issue.,negative,12,0
TKT00726,chat,I would like to know more about the available plans. My ticket number is 15284. Please respond as soon as possible.,neutral,21,1
TKT00727,phone,The response from the team was helpful and professional. I appreciate the quick response.,positive,14,0
TKT00728,email,Can you share the status of my service plan request?,neutral,10,0
TKT00729,app,The service plan is working well and I am happy with the service. My ticket number is 89731. I appreciate the quick response.,positive,23,0
TKT00730,chat,Can someone explain the difference between the plans?,neutral,8,0
TKT00731,phone,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0
TKT00732,email,The order keeps failing and support has not resolved my issue.,negative,11,0
TKT00733,email,The internet speed is slow and customer care is not helping.,negative,11,0
TKT00734,email,The service plan is working well and I am happy with the service. My ticket number is 11482.,positive,18,0
TKT00735,chat,I am satisfied with the plan and would recommend it to others. My ticket number is 12408.,positive,17,0
TKT00736,chat,Can someone explain the difference between the plans? Please respond as soon as possible.,neutral,14,1
TKT00737,social,Please provide the steps to activate login.,neutral,7,0
TKT00738,phone,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1
TKT00739,chat,The app crashes whenever I try to use profile update.,negative,10,1
TKT00740,app,I am satisfied with the plan and would recommend it to others. My ticket number is 34887.,positive,17,0
TKT00741,email,I am very unhappy because my subscription has not worked since this morning. My ticket number is 89314.,negative,18,0
TKT00742,phone,Can you share the status of my router request?,neutral,9,0
TKT00743,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00744,email,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 62342.,negative,16,0
TKT00745,chat,Please provide the steps to activate analytics.,neutral,7,0
TKT00746,phone,The app crashes whenever I try to use report download.,negative,10,1
TKT00747,app,I am very unhappy because my mobile app has not worked since yesterday. Please respond as soon as possible.,negative,19,1
TKT00748,app,The installation was completed on time and everything works perfectly. My ticket number is 73690.,positive,15,0
TKT00749,phone,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00750,app,I am very unhappy because my mobile app has not worked since yesterday.,negative,13,1
TKT00751,email,The app experience is smooth and reliable. I appreciate the quick response.,positive,12,0
TKT00752,email,Can you share the status of my dashboard request? Please respond as soon as possible.,neutral,15,1
TKT00753,email,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00754,chat,The installation was completed on time and everything works perfectly. My ticket number is 41097.,positive,15,0
TKT00755,app,Can you share the status of my account request?,neutral,9,0
TKT00756,chat,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00757,app,The subscription is working well and I am happy with the service. My ticket number is 70747.,positive,17,0
TKT00758,phone,I am satisfied with the plan and would recommend it to others. I appreciate the quick response.,positive,17,0
TKT00759,email,The installation was completed on time and everything works perfectly. My ticket number is 21870. I appreciate the quick response.,positive,20,0
TKT00760,phone,I would like to know more about the available plans.,neutral,10,0
TKT00761,chat,The refund process was fast and convenient.,positive,7,0
TKT00762,app,The product quality is bad and I regret purchasing it.,negative,10,1
TKT00763,chat,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT00764,phone,The refund process was fast and convenient.,positive,7,0
TKT00765,chat,Can you share the status of my router request? Please respond as soon as possible.,neutral,15,1
TKT00766,app,I would like to know more about the available plans. My ticket number is 17073.,neutral,15,0
TKT00767,phone,I want to understand the warranty terms for this product. My ticket number is 37418.,neutral,15,0
TKT00768,email,The product quality is bad and I regret purchasing it.,negative,10,1
TKT00769,email,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1
TKT00770,chat,Great service and clear communication from the support team.,positive,9,0
TKT00771,app,Please provide the steps to activate video call.,neutral,8,0
TKT00772,chat,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00773,email,The app experience is smooth and reliable. My ticket number is 10783.,positive,12,0
TKT00774,chat,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1
TKT00775,email,I need help finding the invoice for my last order. My ticket number is 63067.,neutral,15,0
TKT00776,app,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00777,social,I need help finding the invoice for my last order.,neutral,10,0
TKT00778,email,The delivery was smooth and the product quality is excellent. My ticket number is 41234.,positive,15,0
TKT00779,chat,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT00780,social,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1
TKT00781,phone,I need help finding the invoice for my last order.,neutral,10,0
TKT00782,app,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT00783,email,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1
TKT00784,app,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT00785,email,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0
TKT00786,email,Can someone explain the difference between the plans?,neutral,8,0
TKT00787,email,The app experience is smooth and reliable.,positive,7,0
TKT00788,email,The app crashes whenever I try to use analytics. Please respond as soon as possible.,negative,15,1
TKT00789,app,Can you confirm whether my ticket has been assigned? My ticket number is 98525.,neutral,14,0
TKT00790,email,I want to understand the warranty terms for this product.,neutral,10,0
TKT00791,social,The refund process was fast and convenient. My ticket number is 63062. I appreciate the quick response.,positive,17,0
TKT00792,app,I want to understand the warranty terms for this product.,neutral,10,0
TKT00793,social,The product quality is bad and I regret purchasing it. Please respond as soon as possible.,negative,16,1
TKT00794,social,I need help finding the invoice for my last order.,neutral,10,0
TKT00795,chat,I need help finding the invoice for my last order.,neutral,10,0
TKT00796,app,Billing is incorrect and I was charged twice this month. My ticket number is 39154.,negative,15,1
TKT00797,chat,The mobile app keeps failing and support has not resolved my issue.,negative,12,0
TKT00798,chat,I am very unhappy because my router has not worked since this morning.,negative,13,0
TKT00799,app,The delivery was late and the package arrived damaged. My ticket number is 93489. Please respond as soon as possible.,negative,20,1
TKT00800,chat,Great service and clear communication from the support team.,positive,9,0
TKT00801,app,My refund is still pending and this experience is frustrating.,negative,10,1
TKT00802,phone,Please provide the steps to activate video call.,neutral,8,0
TKT00803,app,I need help finding the invoice for my last order.,neutral,10,0
TKT00804,email,I need help finding the invoice for my last order.,neutral,10,0
TKT00805,social,The app experience is smooth and reliable. I appreciate the quick response.,positive,12,0
TKT00806,app,I want to cancel because the service quality is poor and unreliable. Please respond as soon as possible.,negative,18,1
TKT00807,app,The app crashes whenever I try to use profile update.,negative,10,0
TKT00808,app,The app crashes whenever I try to use notifications. Please respond as soon as possible.,negative,15,1
TKT00809,app,Can you share the status of my subscription request?,neutral,9,0
TKT00810,phone,The delivery was smooth and the product quality is excellent. My ticket number is 60150.,positive,15,0
TKT00811,phone,I want to cancel because the service quality is poor and unreliable. My ticket number is 77147.,negative,17,0
TKT00812,chat,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1
TKT00813,email,The app experience is smooth and reliable. My ticket number is 42132.,positive,12,0
TKT00814,chat,The response from the team was helpful and professional.,positive,9,0
TKT00815,email,The app crashes whenever I try to use video call.,negative,10,1
TKT00816,social,The product quality is bad and I regret purchasing it.,negative,10,0
TKT00817,phone,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0
TKT00818,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT00819,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT00820,social,I need information about the payment process.,neutral,7,0
TKT00821,email,Billing is incorrect and I was charged twice this month. My ticket number is 29285.,negative,15,0
TKT00822,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00823,app,Can you confirm whether my ticket has been assigned? My ticket number is 67674.,neutral,14,0
TKT00824,email,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00825,chat,Please provide the steps to activate tracking. My ticket number is 78417.,neutral,12,0
TKT00826,chat,I am satisfied with the plan and would recommend it to others. I appreciate the quick response.,positive,17,0
TKT00827,app,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT00828,email,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT00829,email,Please tell me how to update my account details. My ticket number is 79419.,neutral,14,0
TKT00830,phone,Can someone explain the difference between the plans?,neutral,8,0
TKT00831,chat,Please provide the steps to activate profile update. My ticket number is 70315.,neutral,13,0
TKT00832,social,I would like to know more about the available plans.,neutral,10,0
TKT00833,social,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00834,chat,The internet speed is slow and customer care is not helping. My ticket number is 68349.,negative,16,1
TKT00835,social,I would like to know more about the available plans. Please respond as soon as possible.,neutral,16,1
TKT00836,app,The internet speed is slow and customer care is not helping.,negative,11,0
TKT00837,chat,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00838,chat,The app experience is smooth and reliable. My ticket number is 62317.,positive,12,0
TKT00839,social,The product quality is bad and I regret purchasing it.,negative,10,1
TKT00840,email,Can someone explain the difference between the plans?,neutral,8,0
TKT00841,social,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT00842,chat,The subscription keeps failing and support has not resolved my issue. My ticket number is 73051.,negative,16,0
TKT00843,app,I need help finding the invoice for my last order.,neutral,10,0
TKT00844,app,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1
TKT00845,app,My refund is still pending and this experience is frustrating.,negative,10,1
TKT00846,email,I would like to know more about the available plans.,neutral,10,0
TKT00847,social,I want to understand the warranty terms for this product. My ticket number is 22270.,neutral,15,0
TKT00848,social,I need information about the payment process. My ticket number is 58187.,neutral,12,0
TKT00849,email,The account keeps failing and support has not resolved my issue.,negative,11,0
TKT00850,email,I like the new login and it is easy to use.,positive,11,0
TKT00851,app,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00852,phone,Please tell me how to update my account details.,neutral,9,0
TKT00853,app,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT00854,app,The router is working well and I am happy with the service.,positive,12,0
TKT00855,chat,The internet speed is slow and customer care is not helping.,negative,11,0
TKT00856,chat,Please tell me how to update my account details.,neutral,9,0
TKT00857,phone,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00858,phone,I need information about the payment process. My ticket number is 58869. Please respond as soon as possible.,neutral,18,1
TKT00859,phone,Can you confirm whether my ticket has been assigned? My ticket number is 71153.,neutral,14,0
TKT00860,phone,Billing is incorrect and I was charged twice this month. My ticket number is 26034.,negative,15,0
TKT00861,phone,I would like to know more about the available plans. My ticket number is 18341.,neutral,15,0
TKT00862,phone,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT00863,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00864,chat,The response from the team was helpful and professional. My ticket number is 26837.,positive,14,0
TKT00865,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT00866,app,The dashboard is working well and I am happy with the service. I appreciate the quick response.,positive,17,0
TKT00867,chat,I would like to know more about the available plans. Please respond as soon as possible.,neutral,16,1
TKT00868,chat,The refund process was fast and convenient.,positive,7,0
TKT00869,email,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00870,social,I like the new profile update and it is easy to use. My ticket number is 65178.,positive,17,0
TKT00871,phone,Your support team resolved my issue quickly. Thank you. My ticket number is 29624.,positive,14,0
TKT00872,phone,Your support team resolved my issue quickly. Thank you. I appreciate the quick response.,positive,14,0
TKT00873,app,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1
TKT00874,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00875,chat,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1
TKT00876,social,I am checking if there is any scheduled maintenance today. My ticket number is 15895. Please respond as soon as possible.,neutral,21,1
TKT00877,phone,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT00878,email,The response from the team was helpful and professional. My ticket number is 80247.,positive,14,0
TKT00879,email,The delivery was late and the package arrived damaged.,negative,9,0
TKT00880,social,I am checking if there is any scheduled maintenance today. Please respond as soon as possible.,neutral,16,1
TKT00881,social,Can someone explain the difference between the plans? My ticket number is 11058.,neutral,13,0
TKT00882,social,The delivery was late and the package arrived damaged.,negative,9,1
TKT00883,chat,Great service and clear communication from the support team.,positive,9,0
TKT00884,social,The delivery was late and the package arrived damaged.,negative,9,1
TKT00885,social,I would like to know more about the available plans. My ticket number is 69782. Please respond as soon as possible.,neutral,21,1
TKT00886,app,Can someone explain the difference between the plans? My ticket number is 69525.,neutral,13,0
TKT00887,email,Can you share the status of my mobile app request?,neutral,10,0
TKT00888,chat,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1
TKT00889,phone,My refund is still pending and this experience is frustrating. Please respond as soon as possible.,negative,16,1
TKT00890,app,The delivery was smooth and the product quality is excellent. My ticket number is 30106. I appreciate the quick response.,positive,20,0
TKT00891,email,I would like to know more about the available plans. My ticket number is 87178.,neutral,15,0
TKT00892,chat,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT00893,phone,I am very unhappy because my order has not worked since after the recent update. My ticket number is 97141. Please respond as soon as possible.,negative,26,1
TKT00894,phone,Can you share the status of my router request? My ticket number is 37228.,neutral,14,0
TKT00895,email,The product quality is bad and I regret purchasing it.,negative,10,0
TKT00896,phone,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00897,app,The delivery was late and the package arrived damaged.,negative,9,1
TKT00898,phone,Can you share the status of my mobile app request?,neutral,10,0
TKT00899,chat,I am very unhappy because my order has not worked since this morning.,negative,13,0
TKT00900,email,The product quality is bad and I regret purchasing it.,negative,10,1
TKT00901,app,I want to cancel because the service quality is poor and unreliable.,negative,12,1
TKT00902,social,The refund process was fast and convenient.,positive,7,0
TKT00903,chat,The refund process was fast and convenient.,positive,7,0
TKT00904,app,The product quality is bad and I regret purchasing it.,negative,10,0
TKT00905,app,I want to understand the warranty terms for this product.,neutral,10,0
TKT00906,phone,The product quality is bad and I regret purchasing it. My ticket number is 60889.,negative,15,0
TKT00907,chat,The internet speed is slow and customer care is not helping.,negative,11,1
TKT00908,social,Great service and clear communication from the support team. My ticket number is 96422.,positive,14,0
TKT00909,phone,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00910,social,I need help finding the invoice for my last order. My ticket number is 39439.,neutral,15,0
TKT00911,chat,Billing is incorrect and I was charged twice this month. My ticket number is 13030.,negative,15,1
TKT00912,app,I am checking if there is any scheduled maintenance today. My ticket number is 90418.,neutral,15,0
TKT00913,email,The mobile app is working well and I am happy with the service. I appreciate the quick response.,positive,18,0
TKT00914,phone,The refund process was fast and convenient.,positive,7,0
TKT00915,chat,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00916,email,I am checking if there is any scheduled maintenance today. My ticket number is 85059.,neutral,15,0
TKT00917,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00918,email,I am checking if there is any scheduled maintenance today. My ticket number is 53075.,neutral,15,0
TKT00919,chat,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT00920,chat,Can you confirm whether my ticket has been assigned? My ticket number is 45674.,neutral,14,0
TKT00921,email,Please provide the steps to activate video call. Please respond as soon as possible.,neutral,14,1
TKT00922,app,Great service and clear communication from the support team.,positive,9,0
TKT00923,phone,Can you share the status of my router request? My ticket number is 62488. Please respond as soon as possible.,neutral,20,1
TKT00924,chat,I need help finding the invoice for my last order.,neutral,10,0
TKT00925,social,The mobile app is working well and I am happy with the service.,positive,13,0
TKT00926,phone,Your support team resolved my issue quickly. Thank you. My ticket number is 36289.,positive,14,0
TKT00927,social,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 19789.,negative,16,0
TKT00928,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00929,phone,The internet speed is slow and customer care is not helping. My ticket number is 27725.,negative,16,1
TKT00930,social,The mobile app is working well and I am happy with the service. I appreciate the quick response.,positive,18,0
TKT00931,phone,I would like to know more about the available plans. My ticket number is 79942.,neutral,15,0
TKT00932,phone,The internet speed is slow and customer care is not helping.,negative,11,0
TKT00933,app,I like the new video call and it is easy to use. I appreciate the quick response.,positive,17,0
TKT00934,chat,The dashboard keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,17,1
TKT00935,email,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 53976. Please respond as soon as possible.,negative,22,1
TKT00936,phone,Please provide the steps to activate profile update.,neutral,8,0
TKT00937,phone,The app crashes whenever I try to use report download. Please respond as soon as possible.,negative,16,1
TKT00938,social,The service plan keeps failing and support has not resolved my issue.,negative,12,1
TKT00939,phone,The product quality is bad and I regret purchasing it.,negative,10,0
TKT00940,chat,I want to understand the warranty terms for this product.,neutral,10,0
TKT00941,phone,The delivery was smooth and the product quality is excellent. My ticket number is 62980. I appreciate the quick response.,positive,20,0
TKT00942,email,Can you share the status of my account request?,neutral,9,0
TKT00943,app,I have raised multiple tickets but nobody has fixed the problem.,negative,11,0
TKT00944,app,The response from the team was helpful and professional. I appreciate the quick response.,positive,14,0
TKT00945,email,I need help finding the invoice for my last order.,neutral,10,0
TKT00946,chat,Please tell me how to update my account details.,neutral,9,0
TKT00947,app,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT00948,email,I want to cancel because the service quality is poor and unreliable.,negative,12,1
TKT00949,email,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00950,chat,I like the new login and it is easy to use. My ticket number is 68064.,positive,16,0
TKT00951,phone,Great service and clear communication from the support team. My ticket number is 93827.,positive,14,0
TKT00952,email,Great service and clear communication from the support team. My ticket number is 26728.,positive,14,0
TKT00953,email,The account is working well and I am happy with the service. My ticket number is 53178.,positive,17,0
TKT00954,app,Please tell me how to update my account details.,neutral,9,0
TKT00955,chat,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT00956,chat,The delivery was late and the package arrived damaged.,negative,9,0
TKT00957,app,I need help finding the invoice for my last order. My ticket number is 96593.,neutral,15,0
TKT00958,app,The delivery was late and the package arrived damaged.,negative,9,0
TKT00959,email,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0
TKT00960,social,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0
TKT00961,app,The refund process was fast and convenient.,positive,7,0
TKT00962,app,I need information about the payment process. Please respond as soon as possible.,neutral,13,1
TKT00963,social,The internet speed is slow and customer care is not helping.,negative,11,1
TKT00964,chat,The app crashes whenever I try to use login. My ticket number is 72771.,negative,14,0
TKT00965,chat,Please provide the steps to activate analytics.,neutral,7,0
TKT00966,phone,I am very unhappy because my account has not worked since last week.,negative,13,1
TKT00967,phone,Can you share the status of my account request?,neutral,9,0
TKT00968,social,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00969,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT00970,social,The internet speed is slow and customer care is not helping. My ticket number is 28926.,negative,16,1
TKT00971,app,I want to cancel because the service quality is poor and unreliable.,negative,12,1
TKT00972,social,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1
TKT00973,chat,I am checking if there is any scheduled maintenance today. My ticket number is 30574.,neutral,15,0
TKT00974,email,The dashboard keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,17,1
TKT00975,email,The delivery was late and the package arrived damaged.,negative,9,0
TKT00976,social,Please tell me how to update my account details. My ticket number is 40228.,neutral,14,0
TKT00977,social,My refund is still pending and this experience is frustrating. My ticket number is 64786. Please respond as soon as possible.,negative,21,1
TKT00978,email,The product quality is bad and I regret purchasing it.,negative,10,0
TKT00979,app,Can you share the status of my subscription request?,neutral,9,0
TKT00980,email,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT00981,social,I want to understand the warranty terms for this product.,neutral,10,0
TKT00982,chat,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00983,phone,The delivery was late and the package arrived damaged.,negative,9,0
TKT00984,phone,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1
TKT00985,app,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT00986,app,The refund process was fast and convenient. My ticket number is 71725.,positive,12,0
TKT00987,email,I am very unhappy because my mobile app has not worked since three days ago. Please respond as soon as possible.,negative,21,1
TKT00988,app,The installation was completed on time and everything works perfectly. My ticket number is 98496. I appreciate the quick response.,positive,20,0
TKT00989,chat,I am checking if there is any scheduled maintenance today. Please respond as soon as possible.,neutral,16,1
TKT00990,chat,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1
TKT00991,phone,Can someone explain the difference between the plans? My ticket number is 75271. Please respond as soon as possible.,neutral,19,1
TKT00992,phone,The installation was completed on time and everything works perfectly. My ticket number is 42091.,positive,15,0
TKT00993,social,I like the new video call and it is easy to use. My ticket number is 44033.,positive,17,0
TKT00994,social,Can someone explain the difference between the plans? My ticket number is 72750.,neutral,13,0
TKT00995,phone,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00996,email,Great service and clear communication from the support team. My ticket number is 46017.,positive,14,0
TKT00997,chat,I am satisfied with the plan and would recommend it to others. My ticket number is 66502.,positive,17,0
TKT00998,phone,I am satisfied with the plan and would recommend it to others. My ticket number is 46654.,positive,17,0
TKT00999,phone,The delivery was late and the package arrived damaged. My ticket number is 60581.,negative,14,0
TKT01000,phone,Can someone explain the difference between the plans? My ticket number is 85727.,neutral,13,0
TKT01001,social,The account is working well and I am happy with the service. My ticket number is 64168.,positive,17,0
TKT01002,app,Please provide the steps to activate payment. Please respond as soon as possible.,neutral,13,1
TKT01003,phone,The app experience is smooth and reliable.,positive,7,0
TKT01004,chat,The installation was completed on time and everything works perfectly.,positive,10,0
TKT01005,chat,The product quality is bad and I regret purchasing it.,negative,10,0
TKT01006,email,The delivery was late and the package arrived damaged.,negative,9,0
TKT01007,email,The app crashes whenever I try to use report download.,negative,10,1
TKT01008,chat,I need information about the payment process. My ticket number is 82810.,neutral,12,0
TKT01009,phone,I like the new tracking and it is easy to use.,positive,11,0
TKT01010,chat,Billing is incorrect and I was charged twice this month. My ticket number is 35838.,negative,15,1
TKT01011,chat,Great service and clear communication from the support team. My ticket number is 28129.,positive,14,0
TKT01012,social,I am very unhappy because my account has not worked since last week.,negative,13,0
TKT01013,social,The delivery was late and the package arrived damaged.,negative,9,0
TKT01014,phone,I am checking if there is any scheduled maintenance today. My ticket number is 53983.,neutral,15,0
TKT01015,app,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT01016,social,I am very unhappy because my router has not worked since last week. My ticket number is 58443.,negative,18,1
TKT01017,email,I am satisfied with the plan and would recommend it to others. My ticket number is 53489.,positive,17,0
TKT01018,social,Can someone explain the difference between the plans?,neutral,8,0
TKT01019,email,Can you share the status of my account request? My ticket number is 18052.,neutral,14,0
TKT01020,email,Billing is incorrect and I was charged twice this month. Please respond as soon as possible.,negative,16,1
TKT01021,email,The delivery was late and the package arrived damaged. My ticket number is 76281. Please respond as soon as possible.,negative,20,1
TKT01022,app,Can you share the status of my router request?,neutral,9,0
TKT01023,app,The internet speed is slow and customer care is not helping.,negative,11,1
TKT01024,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT01025,app,Please provide the steps to activate profile update. My ticket number is 84879.,neutral,13,0
TKT01026,email,I need help finding the invoice for my last order.,neutral,10,0
TKT01027,email,The order is working well and I am happy with the service. My ticket number is 56732.,positive,17,0
TKT01028,chat,Please provide the steps to activate report download.,neutral,8,0
TKT01029,email,The installation was completed on time and everything works perfectly.,positive,10,0
TKT01030,phone,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT01031,email,The refund process was fast and convenient.,positive,7,0
TKT01032,app,My refund is still pending and this experience is frustrating.,negative,10,0
TKT01033,email,Can someone explain the difference between the plans? My ticket number is 58624.,neutral,13,0
TKT01034,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 41267. Please respond as soon as possible.,negative,23,1
TKT01035,app,I need information about the payment process.,neutral,7,0
TKT01036,email,I like the new report download and it is easy to use.,positive,12,0
TKT01037,chat,My refund is still pending and this experience is frustrating. My ticket number is 73010.,negative,15,0
TKT01038,email,The product quality is bad and I regret purchasing it. Please respond as soon as possible.,negative,16,1
TKT01039,email,The response from the team was helpful and professional.,positive,9,0
TKT01040,app,The internet speed is slow and customer care is not helping.,negative,11,0
TKT01041,phone,The installation was completed on time and everything works perfectly.,positive,10,0
TKT01042,app,The refund process was fast and convenient. My ticket number is 89875.,positive,12,0
TKT01043,chat,I need information about the payment process. My ticket number is 90608.,neutral,12,0
TKT01044,chat,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 70148.,negative,16,0
TKT01045,phone,The router keeps failing and support has not resolved my issue.,negative,11,0
TKT01046,social,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT01047,email,The app crashes whenever I try to use payment. My ticket number is 29843.,negative,14,1
TKT01048,chat,The app crashes whenever I try to use analytics.,negative,9,0
TKT01049,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1
TKT01050,app,I need help finding the invoice for my last order. My ticket number is 76238.,neutral,15,0
TKT01051,app,I like the new login and it is easy to use. My ticket number is 74861.,positive,16,0
TKT01052,social,Please tell me how to update my account details.,neutral,9,0
TKT01053,chat,The app experience is smooth and reliable. My ticket number is 14506.,positive,12,0
TKT01054,email,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT01055,email,Can someone explain the difference between the plans?,neutral,8,0
TKT01056,chat,I need information about the payment process.,neutral,7,0
TKT01057,social,I need information about the payment process. My ticket number is 14943.,neutral,12,0
TKT01058,email,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0
TKT01059,phone,The response from the team was helpful and professional.,positive,9,0
TKT01060,chat,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT01061,app,Can you share the status of my insurance policy request?,neutral,10,0
TKT01062,social,I need information about the payment process.,neutral,7,0
TKT01063,social,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT01064,email,The internet speed is slow and customer care is not helping.,negative,11,1
TKT01065,social,The app crashes whenever I try to use video call.,negative,10,0
TKT01066,phone,Can someone explain the difference between the plans?,neutral,8,0
TKT01067,email,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT01068,chat,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT01069,phone,Can someone explain the difference between the plans?,neutral,8,0
TKT01070,app,Billing is incorrect and I was charged twice this month. My ticket number is 30829. Please respond as soon as possible.,negative,21,1
TKT01071,app,Can someone explain the difference between the plans? Please respond as soon as possible.,neutral,14,1
TKT01072,social,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT01073,social,The service plan is working well and I am happy with the service.,positive,13,0
TKT01074,app,Please tell me how to update my account details.,neutral,9,0
TKT01075,social,The product quality is bad and I regret purchasing it. My ticket number is 34636.,negative,15,1
TKT01076,app,I am very unhappy because my router has not worked since yesterday. Please respond as soon as possible.,negative,18,1
TKT01077,app,My refund is still pending and this experience is frustrating.,negative,10,1
TKT01078,email,The service plan keeps failing and support has not resolved my issue.,negative,12,1
TKT01079,chat,I am satisfied with the plan and would recommend it to others. My ticket number is 45359.,positive,17,0
TKT01080,email,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT01081,email,The installation was completed on time and everything works perfectly. My ticket number is 29651.,positive,15,0
TKT01082,social,My refund is still pending and this experience is frustrating. My ticket number is 84923.,negative,15,1
TKT01083,email,I want to cancel because the service quality is poor and unreliable. Please respond as soon as possible.,negative,18,1
TKT01084,email,Can you share the status of my dashboard request? My ticket number is 75336.,neutral,14,0
TKT01085,chat,The response from the team was helpful and professional. My ticket number is 85263.,positive,14,0
TKT01086,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0
